,title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,overall_sentiment_label,ticker_sentiment
10,Streaming Profitability And Box Office Success Tell The Tale Of A Disney Renaissance - Walt Disney  ( NYSE:DIS ) ,https://www.benzinga.com/general/24/08/40314113/streaming-profitability-and-box-office-success-tell-the-tale-of-a-disney-renaissance,20240812T135922,['Upwallstreet'],"This week, The Walt Disney Corporation DIS and Warner Bros. Discovery Inc WBD issued their quarterly earnings and they told entirely different tales. Although quite small compared to Disney's standards, the Mouse House reported its first ever streaming profit and a few months ahead of schedule.",https://cdn.benzinga.com/files/exlosion-enery-with-scattering-golden-sparkle-dust.jpg?width=1200&height=800&fit=crop,Benzinga,General,www.benzinga.com,"[{'topic': 'Earnings', 'relevance_score': '0.928769'}, {'topic': 'Financial Markets', 'relevance_score': '0.538269'}]",0.21892,Somewhat-Bullish,"[{'ticker': 'NFLX', 'relevance_score': '0.313218', 'ticker_sentiment_score': '0.211272', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'DIS', 'relevance_score': '0.128135', 'ticker_sentiment_score': '-0.001211', 'ticker_sentiment_label': 'Neutral'}]"
11,Insiders Buying Walt Disney And 2 Other Stocks - Walt Disney  ( NYSE:DIS ) ,https://www.benzinga.com/trading-ideas/long-ideas/24/08/40310261/insiders-buying-walt-disney-and-2-other-stocks,20240812T115156,['Avi Kapoor'],"Although U.S. stocks closed higher on Friday, there were a few notable insider trades. When insiders purchase shares, it indicates their confidence in the company's prospects or that they view the stock as a bargain. Either way, this signals an opportunity to go long on the stock.",https://editorial-assets.benzinga.com/wp-content/uploads/2024/08/12074624/image-1-28.png,Benzinga,Trading,www.benzinga.com,"[{'topic': 'Financial Markets', 'relevance_score': '0.316726'}, {'topic': 'Earnings', 'relevance_score': '0.310843'}, {'topic': 'Mergers & Acquisitions', 'relevance_score': '0.108179'}, {'topic': 'Technology', 'relevance_score': '1.0'}]",0.343376,Somewhat-Bullish,"[{'ticker': 'GRPN', 'relevance_score': '0.554365', 'ticker_sentiment_score': '0.259579', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'DIS', 'relevance_score': '0.297061', 'ticker_sentiment_score': '0.332263', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'ZI', 'relevance_score': '0.474958', 'ticker_sentiment_score': '0.393667', 'ticker_sentiment_label': 'Bullish'}]"
12,I'd Still Buy Disney Stock Despite Its Disappointing Fiscal Q3. Here's Why.,https://www.fool.com/investing/2024/08/12/id-still-buy-disney-stock-despite-its-disappointin/,20240812T091500,['James Brumley'],Investors are so fixated on a couple of numbers that they're not seeing everything else that's happening.,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F786406%2F080724-walt-disney-streaming-revenue-operating-income.png&op=resize&w=700,Motley Fool,n/a,www.fool.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.310843'}, {'topic': 'Financial Markets', 'relevance_score': '0.214378'}, {'topic': 'Earnings', 'relevance_score': '0.955357'}, {'topic': 'Technology', 'relevance_score': '1.0'}]",0.15651,Somewhat-Bullish,"[{'ticker': 'CCZ', 'relevance_score': '0.067347', 'ticker_sentiment_score': '0.205824', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'DIS', 'relevance_score': '0.200134', 'ticker_sentiment_score': '0.257877', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
13,Disney Honors 14 New Disney Legends in Star-Studded Ceremony Closing Out Historic D23 Fan Event,https://www.benzinga.com/pressreleases/24/08/n40305293/disney-honors-14-new-disney-legends-in-star-studded-ceremony-closing-out-historic-d23-fan-event,20240812T034300,['PRNewswire'],"Special guests and celebrities surprised the honorees with heartwarming tributes and outstanding performances throughout the evening at the Honda Center. At the Anaheim Convention Center, guests closed out a record-breaking D23 weekend with a final day of programming and immersive experiences.",https://www.benzinga.com/next-assets/images/schema-image-default.png,Benzinga,General,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",0.417884,Bullish,"[{'ticker': 'GOOG', 'relevance_score': '0.05383', 'ticker_sentiment_score': '0.1879', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'META', 'relevance_score': '0.05383', 'ticker_sentiment_score': '0.1879', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'DSSMY', 'relevance_score': '0.035902', 'ticker_sentiment_score': '0.190838', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'DIS', 'relevance_score': '0.035902', 'ticker_sentiment_score': '0.114914', 'ticker_sentiment_label': 'Neutral'}]"
14,"During the Second Night of Marquee D23 Showcases, Disney Experiences Unveils Full Slate of Projects for Disney Destinations Around the World and into the Digital Universe",https://www.benzinga.com/pressreleases/24/08/n40302039/during-the-second-night-of-marquee-d23-showcases-disney-experiences-unveils-full-slate-of-projects,20240811T054100,['PRNewswire'],"Disney Experiences Chairman Josh D'Amaro lays out bold plans for new cruise ships, lands, attractions, shows, and storytelling platforms during Horizons: Disney Experiences Showcase, featuring performances from Meghan Trainor, Shaboozey, Rita Ora, and more.",https://www.benzinga.com/next-assets/images/schema-image-default.png,Benzinga,General,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '1.0'}]",0.361147,Bullish,"[{'ticker': 'GOOG', 'relevance_score': '0.040553', 'ticker_sentiment_score': '0.187725', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'META', 'relevance_score': '0.040553', 'ticker_sentiment_score': '0.187725', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'DIS', 'relevance_score': '0.054052', 'ticker_sentiment_score': '0.163', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
15,From villains to Indiana Jones: Everything we learned at Disney's parks panel at the 2024 D23 Expo,https://www.cnbc.com/2024/08/10/everything-we-learned-at-disneys-parks-panel-at-the-2024-d23-expo.html,20240811T052809,[],"Disney's classic baddies are getting their own theme park land at the Magic Kingdom in Orlando, Florida.",,CNBC,Top News,www.cnbc.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}]",0.191945,Somewhat-Bullish,"[{'ticker': 'CCZ', 'relevance_score': '0.025734', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DIS', 'relevance_score': '0.025734', 'ticker_sentiment_score': '0.076249', 'ticker_sentiment_label': 'Neutral'}]"
16,THE UNMATCHED POWER OF DISNEY STORYTELLING ON DISPLAY FROM DISNEY ENTERTAINMENT ON NIGHT ONE OF D23: THE ULTIMATE DISNEY FAN EVENT,https://www.benzinga.com/pressreleases/24/08/n40298977/the-unmatched-power-of-disney-storytelling-on-display-from-disney-entertainment-on-night-one-of-d2,20240810T055800,['PRNewswire'],"For event b-roll, trailers & sneak peeks, visit EPK.tv. For images, logos, posters, concept art and project profiles, please visit WDS-D23 and D23Press.com.",https://mma.prnewswire.com/media/2479434/D23_The_Ultimate_Disney_Fan_Event.jpg,Benzinga,General,www.benzinga.com,"[{'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]",0.243393,Somewhat-Bullish,"[{'ticker': 'GOOG', 'relevance_score': '0.023846', 'ticker_sentiment_score': '0.178268', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'META', 'relevance_score': '0.023846', 'ticker_sentiment_score': '0.178268', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'B', 'relevance_score': '0.015898', 'ticker_sentiment_score': '0.065063', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DSSMY', 'relevance_score': '0.015898', 'ticker_sentiment_score': '0.047548', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DIS', 'relevance_score': '0.00795', 'ticker_sentiment_score': '0.170865', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'FOREX:BDT', 'relevance_score': '0.00795', 'ticker_sentiment_score': '0.038307', 'ticker_sentiment_label': 'Neutral'}]"
17,Disney ETFs in Focus Post Q3 Earnings,https://www.zacks.com/stock/news/2320290/disney-etfs-in-focus-post-q3-earnings,20240809T190800,['Yashwardhan Jain'],"Look at ETFs with exposure to Disney, as the company reports its third-quarter earnings.",https://staticx-tuner.zacks.com/images/articles/main/bd/688.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Earnings', 'relevance_score': '0.94762'}, {'topic': 'Financial Markets', 'relevance_score': '0.795202'}]",0.191204,Somewhat-Bullish,"[{'ticker': 'DIS', 'relevance_score': '0.553082', 'ticker_sentiment_score': '0.27204', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
18,"Disney Analysts Tackle Theme Park Weakness, Streaming Profits: 'The Upside In The Entertainment Units More Than Offsets The Parks Miss' - Walt Disney  ( NYSE:DIS ) ",https://www.benzinga.com/analyst-ratings/analyst-color/24/08/40259673/disney-analysts-tackle-theme-park-weakness-streaming-profits-the-upside-in-the-ente,20240808T155818,['Chris Katje'],The Walt Disney Company DIS stock analysts see concerns for the company's theme park business weighing on financials and offsetting profitability shown for streaming in the third quarter. Bank of America analyst Jessica Reif Ehrlich reiterated a Buy rating and lowered the price target from $145 ...,https://cdn.benzinga.com/files/images/story/2024/08/08/disney-2692578-1280.jpeg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,"[{'topic': 'Finance', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.413559'}]",0.242169,Somewhat-Bullish,"[{'ticker': 'BAC', 'relevance_score': '0.118354', 'ticker_sentiment_score': '0.018303', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DIS', 'relevance_score': '0.290262', 'ticker_sentiment_score': '0.227479', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
19,This Intel Analyst Is No Longer Bullish; Here Are Top 5 Downgrades For Thursday - Intel  ( NASDAQ:INTC ) ,https://www.benzinga.com/news/24/08/40254503/this-intel-analyst-is-no-longer-bullish-here-are-top-5-downgrades-for-thursday,20240808T135117,['Avi Kapoor'],"Top Wall Street analysts changed their outlook on these top names. For a complete view of all analyst rating changes, including upgrades and downgrades, please see our analyst ratings page. Seaport Global analyst David Joyce downgraded the rating for The Walt Disney Company DIS from Buy to ...",https://editorial-assets.benzinga.com/wp-content/uploads/2024/08/08082704/image-48-1024x369.png,Benzinga,Trading,www.benzinga.com,"[{'topic': 'Financial Markets', 'relevance_score': '0.962106'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",0.014653,Neutral,"[{'ticker': 'MODG', 'relevance_score': '0.282234', 'ticker_sentiment_score': '-0.106789', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TXT', 'relevance_score': '0.412298', 'ticker_sentiment_score': '-0.23305', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'FSLY', 'relevance_score': '0.412298', 'ticker_sentiment_score': '-0.311089', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'INTC', 'relevance_score': '0.412298', 'ticker_sentiment_score': '0.048953', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'MS', 'relevance_score': '0.143415', 'ticker_sentiment_score': '-0.107517', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DIS', 'relevance_score': '0.282234', 'ticker_sentiment_score': '-0.0487', 'ticker_sentiment_label': 'Neutral'}]"
20,"Boot Barn To Rally Around 27%? Here Are 10 Top Analyst Forecasts For Thursday - Bumble  ( NASDAQ:BMBL ) , Boot Barn Holdings  ( NYSE:BOOT ) ",https://www.benzinga.com/news/24/08/40250353/boot-barn-to-rally-around-27-here-are-10-top-analyst-forecasts-for-thursday,20240808T121321,['Avi Kapoor'],"Top Wall Street analysts changed their outlook on these top names. For a complete view of all analyst rating changes, including upgrades and downgrades, please see our analyst ratings page. Canaccord Genuity cut the price target for Lyft, Inc. LYFT from $23 to $18.",https://cdn.benzinga.com/files/images/story/2024/08/08/Dati-deludenti-sulloccupazione-USA-e-i-m.jpeg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,"[{'topic': 'Life Sciences', 'relevance_score': '0.25'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.25'}, {'topic': 'Financial Markets', 'relevance_score': '0.999999'}, {'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}]",0.106664,Neutral,"[{'ticker': 'MCK', 'relevance_score': '0.229149', 'ticker_sentiment_score': '0.247773', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'MS', 'relevance_score': '0.153961', 'ticker_sentiment_score': '0.003986', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CENT', 'relevance_score': '0.077343', 'ticker_sentiment_score': '0.046733', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PETQ', 'relevance_score': '0.229149', 'ticker_sentiment_score': '0.330543', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'DIN', 'relevance_score': '0.229149', 'ticker_sentiment_score': '-0.10849', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BMBL', 'relevance_score': '0.229149', 'ticker_sentiment_score': '0.005341', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'EDIT', 'relevance_score': '0.229149', 'ticker_sentiment_score': '0.121705', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CCORF', 'relevance_score': '0.153961', 'ticker_sentiment_score': '-0.09194', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CRL', 'relevance_score': '0.229149', 'ticker_sentiment_score': '0.012944', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BOOT', 'relevance_score': '0.229149', 'ticker_sentiment_score': '-0.140742', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DIS', 'relevance_score': '0.153961', 'ticker_sentiment_score': '-0.098898', 'ticker_sentiment_label': 'Neutral'}]"
