,title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,overall_sentiment_label,ticker_sentiment
10,Here's Why Costco  ( COST )  is a Strong Growth Stock,https://www.zacks.com/stock/news/2323711/heres-why-costco-cost-is-a-strong-growth-stock,20240819T134513,['Zacks Equity Research'],"Whether you're a value, growth, or momentum investor, finding strong stocks becomes easier with the Zacks Style Scores, a top feature of the Zacks Premium research service.",https://staticx-tuner.zacks.com/images/default_article_images/default189.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Earnings', 'relevance_score': '0.769861'}, {'topic': 'Retail & Wholesale', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.929393'}]",0.464066,Bullish,"[{'ticker': 'COST', 'relevance_score': '0.392537', 'ticker_sentiment_score': '0.385363', 'ticker_sentiment_label': 'Bullish'}]"
11,Best Dividend Stock to Buy Right Now: Costco vs. Realty Income,https://www.fool.com/investing/2024/08/19/best-dividend-stock-now-costco-vs-realty-income/,20240819T120000,['Reuben Gregg Brewer'],"Costco is a strong dividend growth stock, but investors have pushed the price near all-time highs. Realty Income is in a different position.",https://media.ycharts.com/charts/f3dff2b6910679182023980b6653b2af.png,Motley Fool,n/a,www.fool.com,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.779048'}, {'topic': 'Earnings', 'relevance_score': '0.158519'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.5'}]",0.339381,Somewhat-Bullish,"[{'ticker': 'COST', 'relevance_score': '0.67044', 'ticker_sentiment_score': '0.496304', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'O', 'relevance_score': '0.590628', 'ticker_sentiment_score': '0.456211', 'ticker_sentiment_label': 'Bullish'}]"
12,"Pharmacy Chains Like CVS Health, Walgreens Boots Alliance Confront Shifting Consumer Habits And Profit Pressures - CVS Health  ( NYSE:CVS ) , Walgreens Boots Alliance  ( NASDAQ:WBA ) ",https://www.benzinga.com/news/large-cap/24/08/40437498/pharmacy-chains-like-cvs-health-walgreens-boots-alliance-confront-shifting-consumer-habits-and-pro,20240819T114314,['Vandana Singh'],"Retail pharmacies like Walgreens Boots Alliance Inc. WBA and CVS Health Inc CVS have become less convenient for consumers, as customer complaints demonstrate. Despite their widespread locations, long waits for assistance and prescription pickups have led to frustrations that mirror retail ...",https://cdn.benzinga.com/files/images/story/2024/08/19/CVS.jpeg?width=1200&height=800&fit=crop,Benzinga,General,www.benzinga.com,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.310843'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}]",0.022116,Neutral,"[{'ticker': 'EVR', 'relevance_score': '0.075635', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CVS', 'relevance_score': '0.431065', 'ticker_sentiment_score': '-0.180076', 'ticker_sentiment_label': 'Somewhat-Bearish'}, {'ticker': 'RTA1:MU', 'relevance_score': '0.075635', 'ticker_sentiment_score': '-0.090894', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SSTK', 'relevance_score': '0.075635', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'COST', 'relevance_score': '0.150592', 'ticker_sentiment_score': '-0.056256', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'WBA', 'relevance_score': '0.150592', 'ticker_sentiment_score': '-0.061492', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'WMT', 'relevance_score': '0.150592', 'ticker_sentiment_score': '-0.056256', 'ticker_sentiment_label': 'Neutral'}]"
13,What's in the Cards for The TJX Companies  ( TJX )  in Q2 Earnings?,https://www.zacks.com/stock/news/2323533/whats-in-the-cards-for-the-tjx-companies-tjx-in-q2-earnings,20240819T111700,['Zacks Investment Research'],"The TJX Companies' (TJX) Q2 performance is likely to reflect gains from the company's off-price model, strategic store locations, impressive brands and efficient supply-chain management.",https://staticx-tuner.zacks.com/images/articles/main/23/1025.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Earnings', 'relevance_score': '1.0'}, {'topic': 'Retail & Wholesale', 'relevance_score': '1.0'}]",0.282136,Somewhat-Bullish,"[{'ticker': 'BURL', 'relevance_score': '0.162073', 'ticker_sentiment_score': '0.099766', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'COST', 'relevance_score': '0.162073', 'ticker_sentiment_score': '0.095758', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TJX', 'relevance_score': '0.546745', 'ticker_sentiment_score': '0.456173', 'ticker_sentiment_label': 'Bullish'}]"
14,Want to Get Richer? 3 Top Stocks to Buy During a Stock Market Sell-Off,https://www.fool.com/investing/2024/08/19/get-richer-top-stocks-to-buy-stock-market-sell-off/,20240819T100100,['Joe Tenebruso'],Buying great businesses when they're on sale is an excellent wealth-building strategy.,https://g.foolcdn.com/editorial/images/787120/investor-gettyimages-1164915433.jpg,Motley Fool,n/a,www.fool.com,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.333333'}, {'topic': 'Financial Markets', 'relevance_score': '0.360215'}, {'topic': 'Manufacturing', 'relevance_score': '0.333333'}, {'topic': 'Earnings', 'relevance_score': '0.795202'}, {'topic': 'Technology', 'relevance_score': '0.333333'}]",0.453268,Bullish,"[{'ticker': 'MSFT', 'relevance_score': '0.0699', 'ticker_sentiment_score': '0.008083', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'META', 'relevance_score': '0.0699', 'ticker_sentiment_score': '0.008083', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'NVDA', 'relevance_score': '0.139265', 'ticker_sentiment_score': '0.312123', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'COST', 'relevance_score': '0.27432', 'ticker_sentiment_score': '0.396886', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'TSLA', 'relevance_score': '0.0699', 'ticker_sentiment_score': '0.008083', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'V', 'relevance_score': '0.27432', 'ticker_sentiment_score': '0.30793', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
15,Could Costco's Membership Hike Derail Its Stellar Stock Performance?,https://www.fool.com/investing/2024/08/18/could-costcos-membership-hike-derail-its-stellar-s/,20240818T091100,['Nicholas Robbins'],Costco has raised membership fees for the first time since 2017. Explore how this change could affect its stellar stock performance and customer loyalty.,https://g.foolcdn.com/editorial/images/786991/costco-shopping-warehouse-wholesale-1201x788-35d217f.jpg,Motley Fool,n/a,www.fool.com,"[{'topic': 'Earnings', 'relevance_score': '0.947132'}, {'topic': 'Retail & Wholesale', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.54554'}]",0.559254,Bullish,"[{'ticker': 'COST', 'relevance_score': '0.568435', 'ticker_sentiment_score': '0.710543', 'ticker_sentiment_label': 'Bullish'}]"
16,1 No-Brainer Way to Invest Like Warren Buffett,https://www.fool.com/investing/2024/08/17/no-brainer-way-to-invest-like-warren-buffett/,20240817T113000,['Neil Patel'],The Oracle of Omaha has coined an investing term that directs his philosophy.,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F786854%2Fbuffett21-tmf.png&op=resize&w=700,Motley Fool,n/a,www.fool.com,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}, {'topic': 'Finance', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.614606'}]",0.424812,Bullish,"[{'ticker': 'COST', 'relevance_score': '0.069094', 'ticker_sentiment_score': '0.216394', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'ABNB', 'relevance_score': '0.137671', 'ticker_sentiment_score': '0.255965', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'BAC', 'relevance_score': '0.069094', 'ticker_sentiment_score': '-0.07625', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BRK-A', 'relevance_score': '0.069094', 'ticker_sentiment_score': '0.257664', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
17,COSTCO WORKERS IN VIRGINIA OVERWHELMINGLY VOTE TO JOIN NATIONAL CONTRACT,https://www.benzinga.com/pressreleases/24/08/n40427273/costco-workers-in-virginia-overwhelmingly-vote-to-join-national-contract,20240816T225600,['PRNewswire'],"NORFOLK, Va., Aug. 16, 2024 /PRNewswire/ -- Today, Costco workers in Norfolk, Va., voted overwhelmingly to join the Teamsters national contract at Costco, securing strong job and retirement protections under the Western Conference of Teamsters Pension Plan.",https://mma.prnewswire.com/media/33969/Teamsters_v1_Logo.jpg,Benzinga,News,www.benzinga.com,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}, {'topic': 'Technology', 'relevance_score': '0.5'}]",0.46103,Bullish,"[{'ticker': 'META', 'relevance_score': '0.101154', 'ticker_sentiment_score': '0.048897', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'COST', 'relevance_score': '0.626443', 'ticker_sentiment_score': '0.682043', 'ticker_sentiment_label': 'Bullish'}]"
18,COTY Gears Up for Q4 Earnings Release: Things to Keep in Mind,https://www.zacks.com/stock/news/2323339/coty-gears-up-for-q4-earnings-release-things-to-keep-in-mind,20240816T154100,['Zacks Equity Research'],"COTY's fiscal fourth-quarter performance is likely to reflect gains from momentum in the global beauty market. However, a rising cost environment might be a hurdle.",https://staticx-tuner.zacks.com/images/articles/main/05/1652.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.538269'}, {'topic': 'Earnings', 'relevance_score': '1.0'}]",0.301225,Somewhat-Bullish,"[{'ticker': 'BURL', 'relevance_score': '0.150906', 'ticker_sentiment_score': '0.113293', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'COST', 'relevance_score': '0.150906', 'ticker_sentiment_score': '0.140172', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'COTY', 'relevance_score': '0.200273', 'ticker_sentiment_score': '0.119521', 'ticker_sentiment_label': 'Neutral'}]"
19,"Costco's Fee Hike Raises Stakes For BJ's, Advance Auto Parts Faces Rough Road Ahead - Advance Auto Parts  ( NYSE:AAP ) , Costco Wholesale  ( NASDAQ:COST ) , BJ's Wholesale Club  ( NYSE:BJ ) ",https://www.benzinga.com/analyst-ratings/analyst-color/24/08/40417787/costcos-fee-hike-raises-stakes-for-bjs-advance-auto-parts-faces-rough-road-ahead,20240816T140432,['Surbhi Jain'],"As retailers prepare to report earnings, investors should gear up for a mixed bag, particularly for Advance Auto Parts Inc AAP and BJ's Wholesale Club Holdings Inc BJ.",https://cdn.benzinga.com/files/images/story/2024/08/16/road-cars-EV-Carvana-CVNA.jpeg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,"[{'topic': 'Earnings', 'relevance_score': '0.310843'}, {'topic': 'Retail & Wholesale', 'relevance_score': '1.0'}]",0.146142,Neutral,"[{'ticker': 'AAP', 'relevance_score': '0.167904', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BJ', 'relevance_score': '0.167904', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'COST', 'relevance_score': '0.249531', 'ticker_sentiment_score': '0.078606', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'TOP', 'relevance_score': '0.084423', 'ticker_sentiment_score': '0.251301', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'WMT', 'relevance_score': '0.167904', 'ticker_sentiment_score': '-0.083303', 'ticker_sentiment_label': 'Neutral'}]"
20,BJ's Wholesale  ( BJ )  Q2 Earnings on the Horizon: Drivers to Note,https://www.zacks.com/stock/news/2322820/bjs-wholesale-bj-q2-earnings-on-the-horizon-drivers-to-note,20240816T111600,['Zacks Equity Research'],"BJ's Wholesale's (BJ) second-quarter results are likely to reflect the positive impact of better pricing, private-label offerings, merchandise initiatives and digital solutions.",https://staticx-tuner.zacks.com/images/articles/main/d1/4291.jpg,Zacks Commentary,n/a,www.zacks.com,"[{'topic': 'Earnings', 'relevance_score': '1.0'}, {'topic': 'Retail & Wholesale', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.158519'}]",0.307683,Somewhat-Bullish,"[{'ticker': 'BJ', 'relevance_score': '0.213048', 'ticker_sentiment_score': '0.184829', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'BURL', 'relevance_score': '0.160633', 'ticker_sentiment_score': '0.117795', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'COST', 'relevance_score': '0.160633', 'ticker_sentiment_score': '0.160341', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
21,Is This a Red Flag for Costco Stock?,https://www.fool.com/investing/2024/08/16/is-this-a-red-flag-for-costco/,20240816T091000,['Jennifer Saibil'],"Costco just announced big news, again.",https://g.foolcdn.com/editorial/images/786844/person-pushing-a-wagon-with-a-child-in-a-warehouse-store.jpg,Motley Fool,n/a,www.fool.com,"[{'topic': 'Earnings', 'relevance_score': '0.158519'}, {'topic': 'Retail & Wholesale', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}]",0.106841,Neutral,"[{'ticker': 'COST', 'relevance_score': '0.781591', 'ticker_sentiment_score': '0.204343', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'KR', 'relevance_score': '0.061315', 'ticker_sentiment_score': '0.041029', 'ticker_sentiment_label': 'Neutral'}]"
22,"Eggs Are The Villain In July Inflation Data: Grocery Prices Edge Higher As Other Sectors Cool - Costco Wholesale  ( NASDAQ:COST ) , Albertsons Companies  ( NYSE:ACI ) ",https://www.benzinga.com/news/24/08/40404411/eggs-are-the-villain-in-july-inflation-data-grocery-prices-edge-higher-as-other-sectors-cool,20240815T194358,['Henry Khederian'],"For those shopping for groceries, a modest 0.1% increase in the food-at-home index might seem manageable, but specific items are pricier than others. For example, data shows consumers faced a sharp 5.5% increase in egg prices, contributing to a 0.7% rise in the broader meats, poultry, fish and ...",https://cdn.benzinga.com/files/images/story/2024/08/15/eggs-ai2.png?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,"[{'topic': 'Retail & Wholesale', 'relevance_score': '1.0'}]",0.310732,Somewhat-Bullish,"[{'ticker': 'TGT', 'relevance_score': '0.113062', 'ticker_sentiment_score': '0.411618', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'COST', 'relevance_score': '0.113062', 'ticker_sentiment_score': '0.331762', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'SFM', 'relevance_score': '0.113062', 'ticker_sentiment_score': '0.224717', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'ACI', 'relevance_score': '0.113062', 'ticker_sentiment_score': '0.352911', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'KR', 'relevance_score': '0.113062', 'ticker_sentiment_score': '0.235675', 'ticker_sentiment_label': 'Somewhat-Bullish'}]"
23,What's Going On With Costco Shares Thursday? - Costco Wholesale  ( NASDAQ:COST ) ,https://www.benzinga.com/news/24/08/40398666/whats-going-on-with-costco-shares-thursday,20240815T151102,['Dylan Berman'],"Costco Wholesale Corporation COST stock is moving higher on Thursday, along with other retail stocks, following strong fiscal earnings from Walmart WMT. What To Know: Walmart reported 2024 fiscal year second quarter earnings before the market opened on Thursday.",https://cdn.benzinga.com/files/images/story/2024/08/15/8-Costco-Membership-Perks-You-Might-Be-M.jpeg?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,"[{'topic': 'Retail & Wholesale', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.99999'}, {'topic': 'Earnings', 'relevance_score': '0.744043'}, {'topic': 'Finance', 'relevance_score': '0.5'}]",0.201055,Somewhat-Bullish,"[{'ticker': 'COST', 'relevance_score': '0.758085', 'ticker_sentiment_score': '0.360766', 'ticker_sentiment_label': 'Bullish'}, {'ticker': 'BRK-A', 'relevance_score': '0.084722', 'ticker_sentiment_score': '0.172671', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'WMT', 'relevance_score': '0.250386', 'ticker_sentiment_score': '-0.076303', 'ticker_sentiment_label': 'Neutral'}]"
